"GEO_ID","NAME","B06009_001E","B06009_001M","B06009_002E","B06009_002M","B06009_003E","B06009_003M","B06009_004E","B06009_004M","B06009_005E","B06009_005M","B06009_006E","B06009_006M","B06009_007E","B06009_007M","B06009_008E","B06009_008M","B06009_009E","B06009_009M","B06009_010E","B06009_010M","B06009_011E","B06009_011M","B06009_012E","B06009_012M","B06009_013E","B06009_013M","B06009_014E","B06009_014M","B06009_015E","B06009_015M","B06009_016E","B06009_016M","B06009_017E","B06009_017M","B06009_018E","B06009_018M","B06009_019E","B06009_019M","B06009_020E","B06009_020M","B06009_021E","B06009_021M","B06009_022E","B06009_022M","B06009_023E","B06009_023M","B06009_024E","B06009_024M","B06009_025E","B06009_025M","B06009_026E","B06009_026M","B06009_027E","B06009_027M","B06009_028E","B06009_028M","B06009_029E","B06009_029M","B06009_030E","B06009_030M",
"0500000US29510","St. Louis city, Missouri","209581","642","16628","2107","51123","3794","54100","4400","47050","3965","40680","3613","125248","4617","9894","1786","36118","3551","39144","3670","24412","2858","15680","2245","68004","4308","4412","1226","10969","1920","12473","2374","20571","2410","19579","2557","614","377","85","92","0","195","0","195","93","111","436","356","15715","2518","2237","851","4036","1771","2483","1078","1974","716","4985","1094",
"0500000US30013","Cascade County, Montana","58201","854","3638","770","19734","1928","18518","1726","9851","1471","6460","1337","31794","1976","2389","643","12159","1586","9701","1359","4955","1164","2590","629","24664","1818","1179","510","7275","1340","8529","1447","4429","905","3252","881","838","566","0","182","206","236","35","53","467","444","130","171","905","546","70","119","94","135","253","236","0","182","488","484",
"0500000US30029","Flathead County, Montana","80003","385","3437","1009","23540","2537","24956","2407","18547","1917","9523","1623","26501","2616","1191","612","9712","1852","8989","1532","4509","1266","2100","696","50132","2592","1606","647","13244","1841","15136","2239","13432","1866","6714","1348","776","472","400","387","28","54","161","167","34","46","153","142","2594","932","240","322","556","367","670","490","572","340","556","403",
"0500000US30031","Gallatin County, Montana","81345","603","3200","1228","13306","1842","21092","2456","28398","2546","15349","2010","22953","2554","1431","1003","5962","1459","6158","1408","7298","1308","2104","678","53119","2597","1235","689","6842","1341","13488","1982","19474","2161","12080","1960","1102","525","17","29","238","296","86","145","637","366","124","201","4171","1122","517","336","264","176","1360","552","989","790","1041","617",
"0500000US30049","Lewis and Clark County, Montana","52986","565","3119","1509","11799","1515","15013","2098","15515","1975","7540","1568","21398","2408","1351","875","4362","1246","6304","1338","7034","1328","2347","874","30142","2503","1768","838","7340","1365","7984","1621","8039","1418","5011","1285","247","237","0","182","0","182","247","237","0","182","0","182","1199","458","0","182","97","134","478","294","442","286","182","169",
"0500000US30063","Missoula County, Montana","82903","578","2479","834","15866","1652","25501","2507","24271","2629","14786","1778","29177","2307","888","477","6780","1143","8557","1328","8884","1442","4068","958","48556","2464","1311","558","8410","1655","15795","2026","13511","1949","9529","1585","1402","656","76","129","287","276","314","317","546","480","179","197","3768","1078","204","321","389","450","835","590","1330","721","1010","604",
"0500000US30111","Yellowstone County, Montana","118421","940","5880","1155","35341","3052","35185","3177","30145","2487","11870","2009","58069","3485","3634","1091","19217","2274","16345","2099","14497","2163","4376","1191","55697","3335","1862","704","14470","2381","17401","2734","14950","1781","7014","1822","942","542","0","182","305","359","281","273","203","268","153","257","3713","1504","384","300","1349","1116","1158","785","495","453","327","284",
"0500000US31055","Douglas County, Nebraska","385304","251","30431","2765","76678","4492","114388","4384","100926","4132","62881","4370","197074","6005","8125","1485","43024","3590","63650","3665","54355","3651","27920","2874","137217","5762","5772","1367","24190","2895","43109","3212","37464","2848","26682","2905","4249","1085","362","271","1182","768","1175","643","1390","708","140","131","46764","3227","16172","2294","8282","1655","6454","1505","7717","1938","8139","1493",
"0500000US31109","Lancaster County, Nebraska","203607","1245","10828","1813","45640","3182","63351","3605","55090","2773","28698","2896","121066","4012","4036","1039","27875","3052","39398","3287","35505","2730","14252","2040","60840","3976","2357","599","13503","2129","19186","2504","15260","1885","10534","1442","1700","532","6","9","393","308","429","300","254","198","618","319","20001","2108","4429","1260","3869","1017","4338","1168","4071","1114","3294","1014",
"0500000US31153","Sarpy County, Nebraska","127673","974","5232","1372","23222","2209","44195","2943","34892","2638","20132","2449","58647","3311","1260","498","11517","1750","20876","2622","17351","1866","7643","1372","55664","3574","1525","681","8510","1366","19496","2606","15638","2071","10495","1742","2699","967","132","161","205","168","949","507","734","426","679","373","10663","2058","2315","1006","2990","1128","2874","865","1169","433","1315","582",
"0500000US32003","Clark County, Nevada","1612099","574","212730","8267","449126","12586","513345","11453","287681","11475","149217","6933","160104","7432","17568","2921","57356","4062","49142","3903","23852","3415","12186","1930","949458","12017","64644","4509","260304","10147","345292","9180","178401","7966","100817","5883","38048","4924","4416","1316","10530","2256","12840","2278","5878","1478","4384","1703","464489","10887","126102","6805","120936","7662","106071","6226","79550","5157","31830","3498",
"0500000US32031","Washoe County, Nevada","349571","784","38584","3155","85247","4462","115560","4387","67274","4762","42906","3384","68188","4725","4476","1239","19552","2561","22718","2437","13717","2164","7725","1437","211956","5510","11304","1693","51175","3308","76128","4792","44008","3530","29341","2803","7355","1415","1314","728","1575","767","3014","815","884","357","568","373","62072","3617","21490","2692","12945","2374","13700","2213","8665","1743","5272","1253",
"0500000US33005","Cheshire County, New Hampshire","56127","429","2979","853","16368","1917","14307","1719","13035","1546","9438","1580","19868","1726","1424","605","7079","1392","5495","992","4777","1092","1093","458","33177","1880","1456","586","8303","1344","8301","1579","7602","1128","7515","1304","607","426","54","91","123","134","33","64","397","389","0","198","2475","849","45","77","863","515","478","394","259","230","830","647",
"0500000US33009","Grafton County, New Hampshire","67164","467","3144","776","18791","2010","15041","1993","14453","1726","15735","1826","23572","1688","1812","565","9103","1336","5856","1120","4806","1114","1995","578","38027","1783","1296","530","8925","1517","7976","1446","8920","1217","10910","1427","854","350","0","198","173","182","337","273","141","134","203","190","4711","830","36","59","590","198","872","480","586","320","2627","676",
"0500000US33011","Hillsborough County, New Hampshire","308732","1059","20488","2338","82494","5227","80031","4288","75283","4928","50436","3283","98439","5243","6575","1512","31293","3455","27800","2822","21066","3126","11705","2087","167477","5943","6842","1266","41102","4299","44281","3478","45280","3684","29972","2737","4971","1449","315","284","1357","782","1953","1014","923","585","423","231","37845","3044","6756","1680","8742","1580","5997","1282","8014","1561","8336","1853",
"0500000US33013","Merrimack County, New Hampshire","114391","514","6089","1093","31408","2417","29974","2125","28832","2226","18088","2287","51954","3282","3681","955","17096","2150","14593","1762","11515","1891","5069","1051","56491","3248","1714","706","13537","1643","14186","1564","15423","1771","11631","1847","958","461","312","358","35","63","44","46","279","225","288","268","4988","1073","382","232","740","377","1151","565","1615","823","1100","466",
"0500000US33015","Rockingham County, New Hampshire","238592","660","8179","1654","58957","4065","61266","4100","66124","3845","44066","3066","47119","3938","1913","731","12913","2148","11965","2114","12859","1976","7469","1216","174204","4613","5068","1380","42040","3709","46525","3813","49238","3760","31333","2704","1927","813","148","180","315","266","711","579","436","286","317","220","15342","2423","1050","456","3689","1663","2065","712","3591","1237","4947","1218",
"0500000US33017","Strafford County, New Hampshire","90024","1104","4703","1348","22243","2654","24603","2581","23154","1928","15321","1883","35557","2372","2293","928","10321","1825","11671","1755","7594","1390","3678","1079","47683","2635","1770","971","10472","1656","11903","1738","14006","1814","9532","1374","1167","540","84","98","193","208","324","312","288","222","278","294","5617","1451","556","409","1257","742","705","508","1266","726","1833","850",
"0500000US34001","Atlantic County, New Jersey","193298","1029","20710","2199","57764","4119","51979","4052","38727","3274","24118","2566","96010","3505","5574","1279","31998","3211","27182","3267","20017","2274","11239","1639","54884","3608","2771","724","14609","2202","15732","2006","11894","1812","9878","1645","5560","1538","2180","1127","1712","993","1134","601","426","385","108","140","36844","3023","10185","1867","9445","1899","7931","1682","6390","1627","2893","929",
"0500000US34003","Bergen County, New Jersey","677563","752","49566","5059","134545","6788","142594","6120","205467","7847","145391","6724","212733","7072","7253","1569","47194","3874","50235","3997","67427","4843","40624","3718","173684","7057","4014","1105","27695","3494","37635","3942","57800","4221","46540","3677","13371","2398","1837","805","2997","1044","3099","1079","2566","750","2872","983","277775","7602","36462","4212","56659","4765","51625","4590","77674","5113","55355","4369",
"0500000US34005","Burlington County, New Jersey","333534","741","18500","2413","87662","5075","87723","5569","86255","4605","53394","3870","145715","5788","6165","1421","41860","3561","38905","4190","38065","3287","20720","2700","129302","5312","4875","1167","32030","3199","35362","3227","33992","3031","23043","2174","7058","1711","1060","435","1879","609","3091","1301","748","574","280","227","51459","4295","6400","1943","11893","2529","10365","2069","13450","2279","9351","1365",
"0500000US34007","Camden County, New Jersey","363709","445","37675","3504","106578","4939","86572","4913","78892","5012","53992","3997","157739","5609","12540","2568","51232","4144","38464","3284","37786","3354","17717","2288","136719","4878","7190","1433","39935","3404","33834","2924","29045","2458","26715","2705","12469","1972","4438","1065","2527","801","2723","1049","1470","663","1311","696","56782","4606","13507","2471","12884","2262","11551","2337","10591","1819","8249","1479",
"0500000US34009","Cape May County, New Jersey","74740","400","5163","1333","24000","2437","17358","2120","18185","1734","10034","1403","29707","2377","1176","433","10960","1903","6530","1444","7480","1209","3561","961","38419","2533","2011","858","11505","1820","9066","1881","9555","1346","6282","1065","1765","697","204","309","880","722","300","317","381","465","0","225","4849","1229","1772","857","655","357","1462","698","769","372","191","183",
"0500000US34011","Cumberland County, New Jersey","103185","1430","18437","2337","40689","3208","24439","3065","14020","2263","5600","1308","57470","2866","6489","1577","24565","2531","14600","2451","8457","1773","3359","882","21181","2403","2792","843","8775","1404","5391","1355","3006","1073","1217","576","7975","1834","3563","921","2012","950","1782","833","380","407","238","257","16559","2930","5593","1680","5337","1858","2666","1080","2177","1164","786","510",
"0500000US34013","Essex County, New Jersey","574470","443","77891","5642","155107","8661","120717","6722","126282","5487","94473","4635","214234","8747","19307","3906","62967","6210","51822","4678","49826","4259","30312","3170","125288","6209","8612","1993","25460","3219","22042","2486","35804","3324","33370","3433","19909","3514","6131","2161","4652","1763","4424","1944","2675","1150","2027","916","215039","9722","43841","4203","62028","6190","42429","4470","37977","4165","28764","2970",
"0500000US34015","Gloucester County, New Jersey","211418","499","12325","1660","64997","4343","55761","3739","50778","3745","27557","2590","109474","4051","5038","1156","35981","3547","29571","2694","26703","2605","12181","1606","79902","4064","3340","861","24292","2175","22360","2586","18790","2562","11120","1801","4303","1486","1128","737","990","448","351","349","1271","726","563","384","17739","2429","2819","970","3734","1367","3479","1021","4014","1106","3693","999",
"0500000US34017","Hudson County, New Jersey","509717","100","67791","5187","110478","5402","87312","5910","145507","5191","98629","5834","129016","6323","9887","2495","32380","3225","26779","3622","41127","4347","18843","2896","105881","6830","5052","1763","13456","2188","19688","2932","42029","4208","25656","3431","18256","3173","5645","2062","4878","1398","3867","1359","2862","1045","1004","518","256564","7343","47207","4615","59764","4999","36978","3731","59489","4940","53126","4318",
"0500000US34019","Hunterdon County, New Jersey","95415","436","3568","915","16993","2019","18873","2297","31934","2822","24047","2219","53367","2295","1368","354","10417","1629","12091","1928","17246","2096","12245","1801","28465","2334","677","357","3959","879","4929","1072","11083","1701","7817","1137","1589","697","278","297","343","215","331","312","364","326","273","297","11994","1851","1245","739","2274","900","1522","809","3241","843","3712","848",
"0500000US34021","Mercer County, New Jersey","260972","1021","24870","3377","64323","5206","50813","4511","66924","4154","54042","4021","102415","4965","8538","1937","29411","3321","25343","3212","25539","2389","13584","1993","62117","4394","2681","941","11188","2246","10648","2155","18585","2393","19015","2246","8130","2003","1445","605","2676","1273","1849","915","1657","727","503","373","88310","5247","12206","2866","21048","3554","12973","2478","21143","3196","20940","2613",
"0500000US34023","Middlesex County, New Jersey","595922","309","63203","5355","133368","6748","131206","6402","153276","6345","114869","6640","202085","7330","9006","1567","58408","4485","58615","4752","49552","2988","26504","3494","111890","6067","4877","1286","26170","3184","28377","3350","28109","2731","24357","2943","13597","2480","2881","1052","3345","1073","3405","1110","2099","816","1867","720","268350","7737","46439","4439","45445","4552","40809","3304","73516","5152","62141","4311",
"0500000US34025","Monmouth County, New Jersey","458939","1015","24643","2640","96420","4992","98062","5290","147993","5373","91821","4538","225608","6557","9161","1744","51288","4075","50871","4401","76269","4410","38019","3225","144746","6148","3178","1084","24410","2729","32968","2962","48615","3607","35575","2945","7276","1513","1274","610","1774","868","934","474","1647","774","1647","808","81309","6186","11030","1742","18948","3056","13289","2280","21462","2850","16580","2454",
"0500000US34027","Morris County, New Jersey","364514","581","14394","2287","67417","4755","67855","4552","124937","4503","89911","4651","175364","4981","3477","1111","37472","3515","34120","3493","63364","3000","36931","2884","95323","4772","1425","712","11395","1935","16105","2152","36641","3188","29757","2906","6270","1525","353","252","2633","1154","1334","694","1319","612","631","346","87557","4246","9139","1992","15917","2252","16296","2159","23613","2135","22592","2341",
"0500000US34029","Ocean County, New Jersey","446582","705","24973","3139","144290","6660","123979","6436","97293","4802","56047","3707","254506","6577","10379","1765","87861","5556","71799","4836","57054","3732","27413","2864","139742","6253","5126","1305","41474","3370","41239","3534","29191","3210","22712","2748","7209","1943","1559","781","2759","1263","1210","598","916","599","765","456","45125","3671","7909","1985","12196","2731","9731","1723","10132","1889","5157","1391",
"0500000US34031","Passaic County, New Jersey","345942","609","50651","4039","115995","6259","73143","4062","70292","4761","35861","3149","138185","5921","8007","1654","47873","4164","32289","3243","33163","3001","16853","2144","52282","4179","4226","1317","15060","2299","11977","1794","12944","1907","8075","1428","14787","3025","3937","1552","4638","1397","4078","1281","1940","863","194","194","140688","6211","34481","3879","48424","4388","24799","2893","22245","2940","10739","2010",
"0500000US34033","Salem County, New Jersey","46984","999","4097","992","20460","1961","10658","1507","6837","984","4932","1299","27155","1675","1833","484","13297","1858","6040","1058","3491","839","2494","917","16514","1815","915","412","6229","1284","4240","1015","2929","757","2201","935","1293","574","432","247","486","338","152","163","223","213","0","225","2022","1004","917","852","448","293","226","165","194","160","237","277",
"0500000US34035","Somerset County, New Jersey","246568","640","14606","2082","39915","3368","45650","3681","80405","4247","65992","4054","98838","3831","2287","826","21197","2163","21549","2259","33554","2946","20251","2368","59873","3555","1355","567","6290","1234","11117","1819","23748","3034","17363","2259","3399","1131","478","373","839","388","313","219","955","578","814","467","84458","4127","10486","2072","11589","2047","12671","1999","22148","2368","27564","2899",
"0500000US34037","Sussex County, New Jersey","107235","500","5035","1122","30208","2371","28876","2435","27362","2367","15754","1728","68476","2695","2719","825","21207","1935","20244","2231","16836","1962","7470","1444","25108","2318","1172","548","5486","1150","5972","1044","7249","1157","5229","1196","1891","736","365","262","696","470","266","220","231","170","333","373","11760","1793","779","430","2819","837","2394","821","3046","901","2722","1030",
"0500000US34039","Union County, New Jersey","389743","479","58935","4331","98800","6230","80196","5550","87066","3976","64746","4542","144976","5219","7579","1677","41128","4245","33784","4007","37132","2635","25353","2691","73919","4374","2701","1150","13639","2449","14555","2269","22376","3096","20648","2557","9822","1981","2292","904","2782","999","2354","932","1115","558","1279","649","161026","6256","46363","4157","41251","3886","29503","3954","26443","2756","17466","2380",
"0500000US34041","Warren County, New Jersey","81773","582","4971","1269","25069","2261","19767","2030","21463","2366","10503","1757","45502","2702","1911","692","15284","1788","11714","1532","11663","1885","4930","1114","23392","2743","1356","652","5689","1446","5780","1086","7323","1388","3244","1048","946","506","71","108","210","120","309","345","298","289","58","114","11933","1728","1633","902","3886","1102","1964","861","2179","708","2271","1007",
"0500000US35001","Bernalillo County, New Mexico","472501","956","45098","5275","105257","6107","139975","5835","97330","5478","84841","4930","205223","7208","17710","2861","60521","4987","67526","4902","34991","2897","24475","2544","199463","6660","7090","1642","31191","3659","59219","4112","51362","3478","50601","3882","7862","1445","26","43","819","409","3102","990","2585","926","1330","424","59953","4859","20272","3970","12726","2696","10128","2468","8392","1716","8435","1742",
"0500000US35013","Doña Ana County, New Mexico","138060","944","20789","2846","36267","3155","41509","3735","21380","2420","18115","2185","43087","3451","4767","1544","14240","2385","13236","2067","5778","1555","5066","1149","64823","3443","4186","1077","15656","2017","22210","2900","12496","1951","10275","1461","1774","690","68","115","115","139","733","491","383","353","475","314","28376","3015","11768","2190","6256","1346","5330","1535","2723","1041","2299","1077",
"0500000US35025","Lea County, New Mexico","43115","1351","11172","1789","14618","2329","12128","1942","2911","882","2286","1294","14828","2136","2810","893","5106","1179","5511","1492","770","399","631","365","15661","2214","1871","846","6504","1930","4411","1195","1838","798","1037","625","488","406","366","315","66","109","56","97","0","216","0","216","12138","2080","6125","1439","2942","1193","2150","895","303","281","618","649",
"0500000US35031","McKinley County, New Mexico","44054","459","7627","1200","14866","1369","15477","1281","4016","988","2068","684","31147","1667","6072","1146","11483","1365","10585","1304","2106","678","901","427","11350","1554","1239","514","3111","865","4440","793","1761","702","799","328","87","71","0","216","0","216","42","5","0","216","45","72","1470","415","316","263","272","198","410","266","149","141","323","339",
"0500000US35035","Otero County, New Mexico","46300","1156","6358","1690","11982","1948","17801","1943","5828","1233","4331","1356","13159","1953","1481","494","4637","1302","5252","1174","1115","436","674","412","25460","2256","2160","1099","5762","1511","10059","1501","4150","1091","3329","1094","1178","618","0","216","393","446","409","388","218","235","158","193","6503","1311","2717","993","1190","651","2081","760","345","315","170","234",
"0500000US35043","Sandoval County, New Mexico","108498","1051","8232","1725","27685","2682","35008","2943","23118","2598","14455","1721","46431","3146","4245","1230","15615","2219","13503","1891","9315","2278","3753","1016","51072","3133","1906","760","9759","1812","18013","2291","11826","2050","9568","1459","1381","670","246","358","245","145","382","350","146","130","362","407","9614","2040","1835","763","2066","758","3110","1372","1831","712","772","466",
"0500000US35045","San Juan County, New Mexico","79691","1103","11732","1770","22795","2381","30716","2201","8414","1359","6034","1367","41799","2538","7124","1261","13017","1708","17019","1727","3303","1017","1336","568","34339","2435","3095","1129","9392","1633","13161","2037","4743","1073","3948","1106","321","237","0","216","28","50","98","116","84","90","111","166","3232","1016","1513","724","358","348","438","328","284","179","639","366",
"0500000US35049","Santa Fe County, New Mexico","119111","326","10550","1886","21465","2381","32862","2389","28650","2101","25584","2137","44830","2941","4179","1002","10664","1649","16846","2089","8660","1509","4481","986","55482","2599","1654","857","5699","1187","12415","1692","17375","1571","18339","1866","1892","881","79","92","215","220","899","696","316","256","383","233","16907","2801","4638","1527","4887","1608","2702","1003","2299","852","2381","693",
"0500000US35061","Valencia County, New Mexico","54070","1805","8842","1632","16346","2456","17367","2505","7412","1685","4103","1091","29025","2648","3487","1258","9551","2182","10305","2151","4605","1340","1077","524","17153","1941","1534","693","4786","1061","5682","1273","2618","916","2533","987","1444","779","0","216","568","659","428","369","147","254","301","420","6448","2083","3821","1526","1441","802","952","655","42","71","192","323",
"0500000US36001","Albany County, New York","212684","634","14636","2236","53694","3732","51196","3871","48867","3461","44291","3186","151928","3651","9345","1777","43179","3775","38993","3448","32282","2985","28129","2358","31370","2944","836","320","5646","1435","7832","1545","9824","1723","7232","1276","3286","1142","118","122","584","425","822","561","769","570","993","791","26100","2568","4337","1259","4285","1179","3549","1045","5992","1292","7937","1644",
"0500000US36005","Bronx County, New York","911656","273","222047","9103","276208","9752","214266","10067","126334","7359","72801","5180","359116","11199","51412","5355","113620","8216","100458","6729","60678","5761","32948","3695","54864","5085","8179","1964","15670","2769","12602","2298","10181","2401","8232","1466","80129","6683","30384","4066","23277","3522","16424","2926","7122","1695","2922","1095","417547","13619","132072","7722","123641","7822","84782","7352","48353","4827","28699","3226",
"0500000US36007","Broome County, New York","131695","1447","12594","2170","38884","3377","38778","2447","21656","2517","19783","2197","94117","3174","7589","1427","29503","2764","29878","2184","14138","2184","13009","1916","26103","2733","2387","779","7841","1812","6989","1294","5388","1196","3498","876","634","353","53","41","262","246","197","185","115","147","7","13","10841","2109","2565","940","1278","491","1714","832","2015","729","3269","1127",
"0500000US36009","Cattaraugus County, New York","53755","502","6099","937","21904","1530","14085","1101","6626","1021","5041","831","43149","1311","4972","739","18394","1430","11214","961","5057","792","3512","664","9435","1284","793","390","3300","755","2446","587","1414","576","1482","490","291","225","110","172","66","69","60","73","31","52","24","38","880","357","224","154","144","125","365","223","124","115","23","29",
"0500000US36011","Cayuga County, New York","55029","799","6689","1240","16507","1598","17165","1395","8212","1278","6456","1231","47069","1128","5251","1101","15078","1581","15124","1335","6082","1113","5534","1278","5680","973","719","314","1023","368","1777","611","1597","511","564","272","455","287","98","123","251","248","34","40","58","92","14","22","1825","594","621","379","155","163","230","162","475","356","344","294",
"0500000US36013","Chautauqua County, New York","89785","567","8740","1874","27656","2181","29603","2209","13126","1448","10660","1094","64989","2157","5066","1390","20420","1957","22171","1937","9273","1396","8059","1000","18311","2012","1947","581","5582","1039","5434","1098","3274","890","2074","564","3377","953","973","676","958","587","1138","458","129","172","179","265","3108","1284","754","776","696","419","860","605","450","365","348","242",
"0500000US36015","Chemung County, New York","58065","494","4847","1068","19979","1840","17549","1534","8663","1244","7027","1287","42752","1660","3296","764","15491","1584","13825","1497","5564","1019","4576","1091","12126","1534","775","438","3935","1147","3137","725","2130","713","2149","896","515","322","53","13","351","293","17","23","51","84","43","72","2672","701","723","433","202","148","570","379","918","513","259","183",
"0500000US36019","Clinton County, New York","55807","346","6292","1128","18131","1647","14997","1722","9272","1436","7115","1303","41368","1754","4668","897","14488","1598","11125","1655","6513","1246","4574","1019","10688","1766","586","373","2811","1046","2764","695","2302","684","2225","743","517","331","28","55","273","280","149","160","67","87","0","217","3234","675","1010","405","559","299","959","564","390","256","316","210",
"0500000US36027","Dutchess County, New York","211709","787","17999","1927","50857","3762","53932","3409","47088","2963","41833","3294","134218","3330","10004","1402","34281","3330","36068","2862","29326","2230","24539","2786","40964","2945","1293","595","7283","1516","10124","1618","11315","1626","10949","1565","4615","1267","483","331","867","544","1693","945","885","472","687","449","31912","2546","6219","1408","8426","1646","6047","1006","5562","1211","5658","1150",
"0500000US36029","Erie County, New York","674145","289","50132","4374","169731","7373","200436","7619","137612","6249","116234","5964","531438","5774","29634","3391","142964","6947","166179","7008","110369","5962","82292","4100","75820","4328","5493","1349","14660","2069","20733","2565","16784","1928","18150","2513","13271","2210","3357","1422","3029","962","3749","1237","1672","675","1464","770","53616","3615","11648","2012","9078","1835","9775","2056","8787","1941","14328","2469",
"0500000US36045","Jefferson County, New York","74957","1027","5083","878","26140","2172","23743","2349","12338","1833","7653","1489","49168","1906","4038","803","19485","1577","13036","1560","7645","1351","4964","1245","18509","1938","779","345","4818","1118","7646","1520","3118","891","2148","678","1961","965","77","130","296","312","787","652","779","504","22","38","5319","1654","189","128","1541","747","2274","1329","796","415","519","299",
"0500000US36047","Kings County, New York","1815204","349","292605","11125","421592","11939","331495","10689","454506","11261","315006","11075","631219","12489","70839","6041","165018","7561","142443","7806","147779","6593","105140","6166","289388","9062","11595","1999","29066","3755","35642","3251","130174","6377","82911","5494","66113","5869","16149","2567","18694","3060","10566","2418","10986","2012","9718","2020","828484","14875","194022","8793","208814","8806","142844","7228","165567","6934","117237","6431",
"0500000US36053","Madison County, New York","46411","308","2728","562","14632","1069","14162","1098","8420","882","6469","835","37697","985","2357","496","12424","899","11986","998","6105","777","4825","703","6688","884","171","166","1816","561","1717","422","1788","518","1196","284","365","184","53","84","85","93","75","50","101","103","51","83","1661","438","147","100","307","149","384","206","426","232","397","190",
"0500000US36055","Monroe County, New York","526117","152","41785","3797","124163","5765","146653","6390","114438","5923","99078","5145","374560","5200","22025","3053","92740","4809","111158","5465","82802","4607","65835","4191","85507","4503","6349","1196","15826","2323","21663","2759","21508","2586","20161","2091","18165","2209","5096","1245","5642","1059","5018","1687","1242","620","1167","614","47885","3812","8315","1701","9955","1870","8814","1877","8886","1342","11915","1878",
"0500000US36059","Nassau County, New York","972510","372","84345","5690","200194","8028","208783","7635","256332","8207","222856","8489","589948","8892","21954","2703","120412","6961","137432","6722","163333","6986","146817","6901","61185","4629","4235","1448","9256","1882","12827","2022","17829","2189","17038","2302","19463","3246","3569","1170","4369","1584","2582","792","4792","1362","4151","1295","301914","7909","54587","4955","66157","5620","55942","4587","70378","4586","54850","3545",
"0500000US36061","New York County, New York","1224634","1642","139227","8062","144504","9563","151454","7807","409029","14145","380420","12260","430645","13053","36189","4533","59977","6154","71407","6429","134314","8366","128758","7325","337277","11589","7682","1704","13885","2607","24730","3884","167728","8649","123252","7735","42161","4360","10727","2519","8786","2042","6538","1530","7059","1654","9051","1926","414551","12797","84629","6436","61856","6844","48779","5163","99928","8413","119359","8907",
"0500000US36063","Niagara County, New York","152381","965","11205","1789","48763","2756","48496","3047","26053","3127","17864","1911","124035","2636","8278","1625","39900","2512","39363","3009","22068","2899","14426","1809","17710","1975","991","406","5596","1266","6845","1417","2228","822","2050","539","1431","612","98","7","393","306","454","348","385","324","101","170","9205","1665","1838","865","2874","960","1834","648","1372","547","1287","496",
"0500000US36065","Oneida County, New York","158982","1077","17802","2141","45542","2675","47788","3166","26977","2737","20873","2235","120770","2847","10982","1565","38006","2683","37867","2974","19538","2205","14377","1895","19855","2503","1525","530","2790","629","6083","1254","4978","1282","4479","1329","2286","815","702","488","340","224","781","609","316","276","147","245","16071","1748","4593","1143","4406","1414","3057","905","2145","711","1870","714",
"0500000US36067","Onondaga County, New York","321630","1310","24871","2269","76593","4447","94263","3566","68263","3652","57640","3596","238182","4922","14815","1866","61771","4343","72910","4295","49880","3482","38806","3154","52129","3829","4449","1107","8859","1432","13607","1840","13366","1887","11848","1675","4837","1168","817","437","981","571","1711","847","685","534","643","529","26482","3127","4790","1145","4982","1090","6035","1681","4332","1220","6343","1422",
"0500000US36069","Ontario County, New York","81348","744","4207","1036","20998","2307","27064","2122","17024","2096","12055","1643","61772","1730","2332","603","17630","1962","21834","1915","11662","1627","8314","1170","15197","1621","856","467","2550","738","4499","973","4509","1087","2783","866","1612","669","762","565","286","270","226","240","23","38","315","272","2767","701","257","221","532","399","505","314","830","407","643","377",
"0500000US36071","Orange County, New York","261018","376","27908","3307","78053","4458","74251","4288","43996","3788","36810","3041","159923","4442","12903","2024","50517","3529","47932","3733","26233","2721","22338","2404","42792","3059","2939","1254","10902","1645","11706","1657","8859","1486","8386","1489","10687","2069","1999","780","3719","1312","1670","770","2007","864","1292","731","47616","3881","10067","2122","12915","2113","12943","2098","6897","1297","4794","1111",
"0500000US36075","Oswego County, New York","81457","582","8350","1310","30554","1872","25875","1953","10993","1466","5685","1079","69343","2047","6380","1149","27057","1829","21753","2011","9418","1385","4735","1023","10018","1679","1663","686","2714","811","3529","907","1315","467","797","316","746","398","11","19","462","332","133","131","140","155","0","217","1350","537","296","147","321","204","460","361","120","120","153","153",
"0500000US36079","Putnam County, New York","71319","565","4287","1160","16420","2053","18279","2029","18476","1794","13857","1683","47845","2177","2030","1166","11501","1661","13284","1897","12402","1637","8628","1361","10141","1516","106","133","1394","483","2440","800","3222","822","2979","839","1084","507","56","76","173","395","136","123","181","144","538","291","12249","2021","2095","929","3352","1045","2419","675","2671","687","1712","634",
"0500000US36081","Queens County, New York","1664139","1229","285742","10947","434598","12339","354006","10533","368246","9397","221547","8145","518844","12603","37067","3324","121609","7881","132946","6832","137981","5898","89241","5126","110763","6517","6300","1680","15225","1838","21184","2846","40250","3935","27804","2930","36793","3980","7590","1729","10207","1948","7955","1620","6778","1532","4263","1289","997739","13716","234785","9963","287557","11639","191921","8279","183237","8285","100239","5153",
"0500000US36083","Rensselaer County, New York","113271","763","8974","1844","27505","2759","35151","3325","25385","3237","16256","2028","83045","2299","5993","1426","21443","2550","27664","3302","17298","2621","10647","1657","21446","2161","1743","847","4122","934","5816","1240","5654","1493","4111","1031","1159","468","265","279","251","195","107","104","341","281","195","158","7621","1397","973","525","1689","928","1564","564","2092","709","1303","692",
